,algorithm,num_flows,buff_size,abs_delta_l,abs_delta_l_tail,abs_delta_r,abs_delta_r_tail,ave_delta_l,ave_delta_l_tail,ave_delta_r,ave_delta_r_tail,formatted_algorithm,abs_delta_inv
142,Reno,64,166.0,2.604166666666666,1.302083333333333,9.216000000000003,5.376000000000001,2.4879807692307683,0.9654934834631225,5.801353846153844,5.302006153846154,Reno,0.7680000000000001
143,Reno,128,166.0,1.302083333333333,0.6510416666666665,56.064000000000014,8.448000000000002,1.2758043077256946,0.6640553360165639,11.627999999999991,9.063299999999995,Reno,1.5360000000000003
144,Bbr,1,178.0,0.5807200929152148,0.5668934240362811,2.1720000000000006,2.1360000000000006,0.5807200929152148,0.5574136008918616,2.1720000000000006,2.1480000000000006,BBR,1.7640000000000002
145,Cubic,1,178.0,0.7032348804500702,0.7002801120448178,2.0340000000000003,1.9860000000000004,0.7032348804500702,0.7002801120448178,2.0340000000000003,1.9860000000000004,Cubic,1.4280000000000004
146,Reno,1,178.0,0.9861932938856014,0.9469696969696968,2.0340000000000003,1.9920000000000004,0.9861932938856014,0.9157509157509155,2.0340000000000003,2.0100000000000007,Reno,1.0560000000000003
147,Scalable,1,178.0,0.563063063063063,0.5592841163310961,2.0640000000000005,2.0280000000000005,0.563063063063063,0.5574136008918616,2.0640000000000005,2.0400000000000005,Scalable,1.7880000000000003
148,Bbr,2,178.0,0.5747126436781608,0.5307855626326963,2.7600000000000007,2.7120000000000006,0.5651340996168581,0.515424325924736,2.6640000000000006,2.6400000000000006,BBR,1.8840000000000003
149,Cubic,2,178.0,0.7246376811594202,0.718390804597701,2.3760000000000003,2.2920000000000007,0.7010722281135853,0.6952169076751945,2.2440000000000007,2.154000000000001,Cubic,1.3920000000000003
150,Reno,2,178.0,1.0416666666666665,0.957854406130268,2.1840000000000006,2.0520000000000005,1.005329457364341,0.9120813397129185,2.1180000000000003,2.0760000000000005,Reno,1.0440000000000003
151,Scalable,2,178.0,1.344086021505376,1.1737089201877933,3.3240000000000007,3.1800000000000006,0.8649442453205892,0.8278716798896169,2.2620000000000005,2.2080000000000006,Scalable,0.8520000000000001
152,Bbr,4,178.0,0.718390804597701,0.4734848484848484,3.648000000000001,3.408000000000001,0.5822414035636609,0.41601350789357877,3.2640000000000007,3.216000000000001,BBR,2.1120000000000005
153,Cubic,4,178.0,0.7861635220125784,0.7716049382716048,2.5440000000000005,2.3280000000000007,0.729016573527789,0.6958223104056436,2.3640000000000008,2.2620000000000005,Cubic,1.2960000000000003
154,Reno,4,178.0,4.166666666666666,0.9920634920634919,3.552000000000001,3.2160000000000006,2.102524976660551,1.97054594433111,1.9880000000000007,1.9520000000000006,Reno,1.0080000000000002
155,Scalable,4,178.0,0.7861635220125784,0.7309941520467834,3.000000000000001,2.7840000000000007,0.6265428114011328,0.6005549678125317,2.3760000000000003,2.3340000000000005,Scalable,1.3680000000000003
156,Bbr,8,178.0,0.9920634920634919,0.5208333333333333,4.800000000000001,4.512000000000001,0.6390462429616061,0.44469461513872416,4.224,4.128000000000001,BBR,1.9200000000000004
157,Cubic,8,178.0,0.9920634920634919,0.8333333333333331,3.3120000000000007,2.880000000000001,0.8097232163324115,0.7533639884110312,2.8560000000000008,2.706000000000001,Cubic,1.2000000000000002
158,Reno,8,178.0,1.6025641025641022,1.0964912280701753,4.176000000000001,3.696000000000001,1.3430783321819502,0.9649991389985906,3.3720000000000008,3.270000000000001,Reno,0.9120000000000001
159,Scalable,8,178.0,0.8680555555555554,0.6313131313131312,3.0720000000000005,2.5920000000000005,0.63989771021021,0.5667243708771048,2.520000000000001,2.4660000000000006,Scalable,1.5840000000000003
160,Bbr,16,178.0,1.7361111111111107,0.7440476190476188,8.256000000000002,7.104000000000002,0.9057452754036927,0.5108859553195841,6.264000000000001,6.0161999999999995,BBR,1.3440000000000003
161,Cubic,16,178.0,1.4880952380952377,0.8012820512820511,4.608000000000001,3.1680000000000006,0.898160541715229,0.6760730555295665,3.1500000000000004,2.8224,Cubic,1.2480000000000002
162,Reno,16,178.0,2.604166666666666,1.1574074074074072,5.472000000000001,4.128000000000001,1.556064739658489,0.9838270092176341,3.9120000000000004,3.737549999999999,Reno,0.8640000000000001
163,Scalable,16,178.0,1.302083333333333,0.6944444444444443,3.8400000000000007,2.7840000000000007,0.9118955408017905,0.6100769168045487,2.8560000000000008,2.7720000000000007,Scalable,1.4400000000000004
164,Bbr,32,178.0,1.7361111111111107,0.8680555555555554,16.128000000000004,13.056000000000003,1.03995117225964,0.6071530819864,8.776258064516131,8.022812903225809,BBR,1.1520000000000004
165,Cubic,32,178.0,5.208333333333332,1.302083333333333,6.912000000000002,4.224000000000001,1.7461867559523807,1.0622700686177249,4.212000000000001,3.9285,Cubic,0.7680000000000001
166,Reno,32,178.0,5.208333333333332,1.302083333333333,7.488000000000001,4.416000000000001,2.9703776041666674,1.1327349950396823,5.052000000000002,4.690050000000002,Reno,0.7680000000000001
167,Scalable,32,178.0,5.208333333333332,0.8680555555555554,3.8400000000000007,3.0720000000000005,1.963975694444444,0.8472913345382324,3.120000000000001,2.964,Scalable,1.1520000000000004
168,Bbr,64,178.0,2.604166666666666,0.6510416666666665,26.880000000000006,19.200000000000003,1.2257473002862345,0.5086321728544118,12.168393442622953,10.476118032786886,BBR,1.5360000000000003
169,Cubic,64,178.0,2.604166666666666,1.302083333333333,8.832000000000003,4.608000000000001,2.1497938368055567,1.062463831018519,5.316000000000002,4.943250000000001,Cubic,0.7680000000000001
170,Reno,64,178.0,2.604166666666666,1.302083333333333,8.832000000000003,5.376000000000001,2.434624565972222,1.0086213699494955,5.928000000000001,5.416499999999998,Reno,0.7680000000000001
171,Scalable,64,178.0,2.604166666666666,0.8680555555555554,6.144000000000001,4.608000000000001,2.4120560109289615,0.7000957441029478,4.582819672131147,4.293245901639344,Scalable,1.1520000000000004
172,Bbr,128,178.0,1.302083333333333,0.32552083333333326,82.94400000000002,56.064000000000014,0.9929813139619876,0.42836034155763697,17.38105263157895,15.495242105263156,BBR,3.0720000000000005
173,Cubic,128,178.0,1.302083333333333,0.6510416666666665,12.288000000000002,8.448000000000002,1.291666666666667,0.6854457172551803,7.821311999999997,7.187404799999994,Cubic,1.5360000000000003
174,Reno,128,178.0,1.302083333333333,0.6510416666666665,16.128000000000004,7.6800000000000015,1.2914972899728998,0.6450429087624209,8.547902439024382,7.865756097560971,Reno,1.5360000000000003
175,Scalable,128,178.0,1.302083333333333,0.6510416666666665,16.128000000000004,9.216000000000003,1.264255224260957,0.48772705602436156,8.264807339449538,7.853856880733941,Scalable,1.5360000000000003
176,Reno,1,223.0,0.8912655971479498,0.863557858376511,2.2500000000000004,2.2080000000000006,0.8912655971479498,0.8375209380234504,2.2500000000000004,2.2320000000000007,Reno,1.1580000000000004
177,Reno,2,223.0,1.0416666666666665,0.9157509157509155,2.6520000000000006,2.5080000000000005,0.9293300653594769,0.8304836345872006,2.3700000000000006,2.3280000000000003,Reno,1.0920000000000003
178,Reno,4,223.0,4.166666666666666,1.2626262626262623,5.760000000000002,4.584000000000001,4.166666666666666,1.4373799287592388,4.132800000000001,3.8073600000000005,Reno,0.7920000000000001
179,Reno,8,223.0,1.4880952380952377,0.9057971014492752,4.080000000000001,3.7440000000000007,1.0573642024094325,0.8219243910629301,3.600000000000001,3.504000000000001,Reno,1.1040000000000003
180,Reno,16,223.0,2.083333333333333,1.0416666666666665,6.144000000000001,4.512000000000001,1.3224767131017128,0.888542698292936,4.398000000000001,4.200000000000002,Reno,0.9600000000000002
181,Reno,32,223.0,2.604166666666666,1.0416666666666665,6.336000000000001,4.800000000000001,1.6031901041666665,0.9198615027151211,5.094000000000001,4.801500000000001,Reno,0.9600000000000002
182,Reno,64,223.0,2.604166666666666,1.302083333333333,11.136000000000003,5.760000000000002,2.1972656250000004,0.9562174479166673,6.708,6.155849999999999,Reno,0.7680000000000001
183,Reno,128,223.0,1.302083333333333,0.6510416666666665,21.504000000000005,9.216000000000003,1.2506853070175432,0.5964281597510219,10.138947368421054,9.473178947368416,Reno,1.5360000000000003
