,algorithm,action,rounded_timestamp,num_flows,num_dropped_packets,num_packets,num_active_flows,num_dropped_flows
3720,cubic,drop,155.0,32,0,6,2,0
3721,cubic,drop,155.0,64,0,6,2,0
3722,cubic,drop,155.0,128,0,6,2,0
3723,cubic,drop,160.0,1,0,231,1,0
3724,cubic,drop,160.0,2,0,692,2,0
3725,cubic,drop,160.0,4,0,691,4,0
3726,cubic,drop,160.0,8,0,691,8,0
3727,cubic,drop,160.0,16,19,706,16,3
3728,cubic,drop,160.0,32,0,6,2,0
3729,cubic,drop,160.0,64,0,6,2,0
3730,cubic,drop,160.0,128,0,6,2,0
3731,cubic,drop,165.0,1,0,273,1,0
3732,cubic,drop,165.0,2,0,691,2,0
3733,cubic,drop,165.0,4,0,690,4,0
3734,cubic,drop,165.0,8,0,693,8,0
3735,cubic,drop,165.0,16,6,695,16,3
3736,cubic,drop,165.0,32,0,6,2,0
3737,cubic,drop,165.0,64,0,6,2,0
3738,cubic,drop,165.0,128,0,6,2,0
3739,cubic,drop,170.0,1,0,336,1,0
3740,cubic,drop,170.0,2,0,691,2,0
3741,cubic,drop,170.0,4,19,706,4,2
3742,cubic,drop,170.0,8,24,703,8,7
3743,cubic,drop,170.0,16,0,692,16,0
3744,cubic,drop,170.0,32,0,6,2,0
3745,cubic,drop,170.0,64,0,6,2,0
3746,cubic,drop,170.0,128,0,6,2,0
3747,cubic,drop,175.0,1,0,407,1,0
3748,cubic,drop,175.0,2,0,692,2,0
3749,cubic,drop,175.0,4,4,694,4,1
3750,cubic,drop,175.0,8,0,697,8,0
3751,cubic,drop,175.0,16,4,695,16,2
3752,cubic,drop,175.0,32,0,6,2,0
3753,cubic,drop,175.0,64,0,7,3,0
3754,cubic,drop,175.0,128,0,6,2,0
3755,cubic,drop,180.0,1,0,489,1,0
3756,cubic,drop,180.0,2,0,692,2,0
3757,cubic,drop,180.0,4,0,693,4,0
3758,cubic,drop,180.0,8,0,691,8,0
3759,cubic,drop,180.0,16,0,691,16,0
3760,cubic,drop,180.0,32,0,6,2,0
3761,cubic,drop,180.0,64,0,6,3,0
3762,cubic,drop,180.0,128,0,4,2,0
3763,cubic,drop,185.0,1,0,582,1,0
3764,cubic,drop,185.0,2,0,692,2,0
3765,cubic,drop,185.0,4,0,691,4,0
3766,cubic,drop,185.0,8,6,697,8,3
3767,cubic,drop,185.0,16,0,691,16,0
3768,cubic,drop,185.0,32,0,211,29,0
3769,cubic,drop,185.0,64,0,6,3,0
3770,cubic,drop,185.0,128,0,6,3,0
3771,cubic,drop,190.0,1,0,676,1,0
3772,cubic,drop,190.0,2,0,690,2,0
3773,cubic,drop,190.0,4,0,692,4,0
3774,cubic,drop,190.0,8,0,691,8,0
3775,cubic,drop,190.0,16,0,692,16,0
3776,cubic,drop,190.0,32,29,312,31,9
3777,cubic,drop,190.0,64,0,6,3,0
3778,cubic,drop,190.0,128,0,6,3,0
3779,cubic,drop,195.0,1,0,692,1,0
3780,cubic,drop,195.0,2,0,692,2,0
3781,cubic,drop,195.0,4,9,698,4,2
3782,cubic,drop,195.0,8,0,691,8,0
3783,cubic,drop,195.0,16,27,711,16,9
3784,cubic,drop,195.0,32,62,532,32,20
3785,cubic,drop,195.0,64,0,8,3,0
3786,cubic,drop,195.0,128,0,6,3,0
3787,cubic,drop,200.0,1,0,691,1,0
3788,cubic,drop,200.0,2,0,692,2,0
3789,cubic,drop,200.0,4,0,691,4,0
3790,cubic,drop,200.0,8,0,692,8,0
3791,cubic,drop,200.0,16,0,692,16,0
3792,cubic,drop,200.0,32,23,561,31,9
3793,cubic,drop,200.0,64,0,6,2,0
3794,cubic,drop,200.0,128,0,6,3,0
3795,cubic,drop,205.0,1,5,690,1,1
3796,cubic,drop,205.0,2,0,692,2,0
3797,cubic,drop,205.0,4,5,695,4,2
3798,cubic,drop,205.0,8,0,691,8,0
3799,cubic,drop,205.0,16,16,702,16,6
3800,cubic,drop,205.0,32,11,588,31,5
3801,cubic,drop,205.0,64,0,6,2,0
3802,cubic,drop,205.0,128,0,8,3,0
3803,cubic,drop,210.0,1,14,626,1,1
3804,cubic,drop,210.0,2,0,690,2,0
3805,cubic,drop,210.0,4,0,692,4,0
3806,cubic,drop,210.0,8,0,690,8,0
3807,cubic,drop,210.0,16,0,692,16,0
3808,cubic,drop,210.0,32,6,644,31,2
3809,cubic,drop,210.0,64,0,6,2,0
3810,cubic,drop,210.0,128,0,6,2,0
3811,cubic,drop,215.0,1,0,691,1,0
3812,cubic,drop,215.0,2,0,692,2,0
3813,cubic,drop,215.0,4,0,692,4,0
3814,cubic,drop,215.0,8,0,693,8,0
3815,cubic,drop,215.0,16,5,695,16,2
3816,cubic,drop,215.0,32,4,656,31,1
3817,cubic,drop,215.0,64,0,6,2,0
3818,cubic,drop,215.0,128,0,6,2,0
3819,cubic,drop,220.0,1,0,693,1,0
3820,cubic,drop,220.0,2,0,692,2,0
3821,cubic,drop,220.0,4,0,690,4,0
3822,cubic,drop,220.0,8,0,692,8,0
3823,cubic,drop,220.0,16,0,692,16,0
3824,cubic,drop,220.0,32,0,661,31,0
3825,cubic,drop,220.0,64,0,6,2,0
3826,cubic,drop,220.0,128,0,6,2,0
3827,cubic,drop,225.0,1,0,690,1,0
3828,cubic,drop,225.0,2,0,691,2,0
3829,cubic,drop,225.0,4,0,693,4,0
3830,cubic,drop,225.0,8,5,695,8,3
3831,cubic,drop,225.0,16,0,692,16,0
3832,cubic,drop,225.0,32,4,636,31,2
3833,cubic,drop,225.0,64,0,7,3,0
3834,cubic,drop,225.0,128,0,6,2,0
3835,cubic,drop,230.0,1,0,692,1,0
3836,cubic,drop,230.0,2,0,692,2,0
3837,cubic,drop,230.0,4,0,691,4,0
3838,cubic,drop,230.0,8,0,692,8,0
3839,cubic,drop,230.0,16,0,691,16,0
3840,cubic,drop,230.0,32,9,668,31,5
3841,cubic,drop,230.0,64,0,6,3,0
3842,cubic,drop,230.0,128,0,5,2,0
3843,cubic,drop,235.0,1,0,691,1,0
3844,cubic,drop,235.0,2,0,692,2,0
3845,cubic,drop,235.0,4,0,692,4,0
3846,cubic,drop,235.0,8,0,690,8,0
3847,cubic,drop,235.0,16,29,713,16,8
3848,cubic,drop,235.0,32,17,615,31,11
3849,cubic,drop,235.0,64,0,6,3,0
3850,cubic,drop,235.0,128,0,7,3,0
3851,cubic,drop,240.0,1,0,693,1,0
3852,cubic,drop,240.0,2,0,691,2,0
3853,cubic,drop,240.0,4,0,691,4,0
3854,cubic,drop,240.0,8,0,693,8,0
3855,cubic,drop,240.0,16,0,691,16,0
3856,cubic,drop,240.0,32,14,469,31,6
3857,cubic,drop,240.0,64,0,6,3,0
3858,cubic,drop,240.0,128,0,6,2,0
3859,cubic,drop,245.0,1,0,691,1,0
3860,cubic,drop,245.0,2,0,691,2,0
3861,cubic,drop,245.0,4,0,691,4,0
3862,cubic,drop,245.0,8,0,691,8,0
3863,cubic,drop,245.0,16,11,699,16,6
3864,cubic,drop,245.0,32,4,615,31,3
3865,cubic,drop,245.0,64,0,6,3,0
3866,cubic,drop,245.0,128,0,5,2,0
3867,cubic,drop,250.0,1,0,691,1,0
3868,cubic,drop,250.0,2,0,692,2,0
3869,cubic,drop,250.0,4,0,693,4,0
3870,cubic,drop,250.0,8,7,697,8,2
3871,cubic,drop,250.0,16,0,693,16,0
3872,cubic,drop,250.0,32,0,693,31,0
3873,cubic,drop,250.0,64,0,6,3,0
3874,cubic,drop,250.0,128,0,5,3,0
3875,cubic,drop,255.0,1,0,693,1,0
3876,cubic,drop,255.0,2,0,692,2,0
3877,cubic,drop,255.0,4,0,691,4,0
3878,cubic,drop,255.0,8,0,691,8,0
3879,cubic,drop,255.0,16,6,695,16,2
3880,cubic,drop,255.0,32,8,696,31,4
3881,cubic,drop,255.0,64,0,67,11,0
3882,cubic,drop,255.0,128,0,6,3,0
3883,cubic,drop,260.0,1,0,691,1,0
3884,cubic,drop,260.0,2,0,692,2,0
3885,cubic,drop,260.0,4,0,691,4,0
3886,cubic,drop,260.0,8,0,692,8,0
3887,cubic,drop,260.0,16,0,691,16,0
3888,cubic,drop,260.0,32,0,692,31,0
3889,cubic,drop,260.0,64,67,333,55,28
3890,cubic,drop,260.0,128,0,6,3,0
3891,cubic,drop,265.0,1,0,692,1,0
3892,cubic,drop,265.0,2,0,691,2,0
3893,cubic,drop,265.0,4,0,692,4,0
3894,cubic,drop,265.0,8,0,691,8,0
3895,cubic,drop,265.0,16,0,692,16,0
3896,cubic,drop,265.0,32,0,693,31,0
3897,cubic,drop,265.0,64,36,391,64,19
3898,cubic,drop,265.0,128,0,6,3,0
3899,cubic,drop,270.0,1,0,691,1,0
3900,cubic,drop,270.0,2,0,691,2,0
3901,cubic,drop,270.0,4,0,691,4,0
3902,cubic,drop,270.0,8,0,692,8,0
3903,cubic,drop,270.0,16,7,697,16,4
3904,cubic,drop,270.0,32,7,696,31,6
3905,cubic,drop,270.0,64,80,738,60,31
3906,cubic,drop,270.0,128,0,6,3,0
3907,cubic,drop,275.0,1,0,692,1,0
3908,cubic,drop,275.0,2,0,691,2,0
3909,cubic,drop,275.0,4,0,692,4,0
3910,cubic,drop,275.0,8,0,690,8,0
3911,cubic,drop,275.0,16,0,691,16,0
3912,cubic,drop,275.0,32,14,701,31,7
3913,cubic,drop,275.0,64,72,743,57,30
3914,cubic,drop,275.0,128,0,6,3,0
3915,cubic,drop,280.0,1,0,690,1,0
3916,cubic,drop,280.0,2,0,692,2,0
3917,cubic,drop,280.0,4,13,701,4,2
3918,cubic,drop,280.0,8,15,704,8,3
3919,cubic,drop,280.0,16,3,694,16,2
3920,cubic,drop,280.0,32,23,709,31,11
3921,cubic,drop,280.0,64,37,724,57,18
3922,cubic,drop,280.0,128,0,6,3,0
3923,cubic,drop,285.0,1,0,692,1,0
3924,cubic,drop,285.0,2,0,691,2,0
3925,cubic,drop,285.0,4,0,692,4,0
3926,cubic,drop,285.0,8,0,692,8,0
3927,cubic,drop,285.0,16,27,711,16,6
3928,cubic,drop,285.0,32,26,711,31,14
3929,cubic,drop,285.0,64,14,700,57,9
3930,cubic,drop,285.0,128,0,6,3,0
3931,cubic,drop,290.0,1,0,692,1,0
3932,cubic,drop,290.0,2,5,696,2,1
3933,cubic,drop,290.0,4,0,692,4,0
3934,cubic,drop,290.0,8,0,691,8,0
3935,cubic,drop,290.0,16,0,691,16,0
3936,cubic,drop,290.0,32,0,689,31,0
3937,cubic,drop,290.0,64,10,700,57,6
3938,cubic,drop,290.0,128,0,6,3,0
3939,cubic,drop,295.0,1,0,691,1,0
3940,cubic,drop,295.0,2,0,692,2,0
3941,cubic,drop,295.0,4,0,690,4,0
3942,cubic,drop,295.0,8,0,692,8,0
3943,cubic,drop,295.0,16,3,695,16,2
3944,cubic,drop,295.0,32,0,694,31,0
3945,cubic,drop,295.0,64,9,697,57,5
3946,cubic,drop,295.0,128,0,6,3,0
3947,cubic,drop,300.0,1,0,692,1,0
3948,cubic,drop,300.0,2,0,690,2,0
3949,cubic,drop,300.0,4,0,692,4,0
3950,cubic,drop,300.0,8,0,691,8,0
3951,cubic,drop,300.0,16,0,691,16,0
3952,cubic,drop,300.0,32,0,691,31,0
3953,cubic,drop,300.0,64,6,679,57,5
3954,cubic,drop,300.0,128,0,6,3,0
3955,cubic,drop,305.0,1,0,692,1,0
3956,cubic,drop,305.0,2,0,692,2,0
3957,cubic,drop,305.0,4,0,692,4,0
3958,cubic,drop,305.0,8,5,695,8,2
3959,cubic,drop,305.0,16,0,691,16,0
3960,cubic,drop,305.0,32,0,691,31,0
3961,cubic,drop,305.0,64,2,699,57,2
3962,cubic,drop,305.0,128,0,6,3,0
3963,cubic,drop,310.0,1,0,691,1,0
3964,cubic,drop,310.0,2,0,691,2,0
3965,cubic,drop,310.0,4,0,691,4,0
3966,cubic,drop,310.0,8,0,691,8,0
3967,cubic,drop,310.0,16,2,693,16,1
3968,cubic,drop,310.0,32,12,698,31,8
3969,cubic,drop,310.0,64,27,704,57,19
3970,cubic,drop,310.0,128,0,6,3,0
3971,cubic,drop,315.0,1,0,692,1,0
3972,cubic,drop,315.0,2,0,692,2,0
3973,cubic,drop,315.0,4,0,692,4,0
3974,cubic,drop,315.0,8,0,693,8,0
3975,cubic,drop,315.0,16,5,695,16,3
3976,cubic,drop,315.0,32,18,707,31,12
3977,cubic,drop,315.0,64,35,720,57,20
3978,cubic,drop,315.0,128,0,6,3,0
3979,cubic,drop,320.0,1,0,691,1,0
3980,cubic,drop,320.0,2,0,691,2,0
3981,cubic,drop,320.0,4,3,694,4,1
3982,cubic,drop,320.0,8,19,705,8,5
3983,cubic,drop,320.0,16,9,699,16,5
3984,cubic,drop,320.0,32,25,710,31,10
3985,cubic,drop,320.0,64,29,710,57,18
3986,cubic,drop,320.0,128,0,6,3,0
3987,cubic,drop,325.0,1,0,691,1,0
3988,cubic,drop,325.0,2,0,693,2,0
3989,cubic,drop,325.0,4,0,691,4,0
3990,cubic,drop,325.0,8,0,692,8,0
3991,cubic,drop,325.0,16,3,694,16,2
3992,cubic,drop,325.0,32,11,699,31,6
3993,cubic,drop,325.0,64,33,722,57,23
3994,cubic,drop,325.0,128,0,6,3,0
3995,cubic,drop,330.0,1,0,693,1,0
3996,cubic,drop,330.0,2,0,691,2,0
3997,cubic,drop,330.0,4,0,691,4,0
3998,cubic,drop,330.0,8,0,691,8,0
3999,cubic,drop,330.0,16,0,690,16,0
4000,cubic,drop,330.0,32,0,693,31,0
4001,cubic,drop,330.0,64,21,707,57,15
4002,cubic,drop,330.0,128,0,6,3,0
4003,cubic,drop,335.0,1,0,690,1,0
4004,cubic,drop,335.0,2,0,691,2,0
4005,cubic,drop,335.0,4,0,692,4,0
4006,cubic,drop,335.0,8,0,692,8,0
4007,cubic,drop,335.0,16,10,700,16,4
4008,cubic,drop,335.0,32,7,693,31,3
4009,cubic,drop,335.0,64,9,693,57,6
4010,cubic,drop,335.0,128,0,8,3,0
4011,cubic,drop,340.0,1,0,692,1,0
4012,cubic,drop,340.0,2,0,692,2,0
4013,cubic,drop,340.0,4,0,691,4,0
4014,cubic,drop,340.0,8,0,691,8,0
4015,cubic,drop,340.0,16,0,691,16,0
4016,cubic,drop,340.0,32,0,694,31,0
4017,cubic,drop,340.0,64,10,703,57,8
4018,cubic,drop,340.0,128,0,5,2,0
4019,cubic,drop,345.0,1,0,692,1,0
4020,cubic,drop,345.0,2,0,692,2,0
4021,cubic,drop,345.0,4,0,692,4,0
4022,cubic,drop,345.0,8,0,691,8,0
4023,cubic,drop,345.0,16,0,692,16,0
4024,cubic,drop,345.0,32,0,691,31,0
4025,cubic,drop,345.0,64,9,701,57,6
4026,cubic,drop,345.0,128,0,7,3,0
4027,cubic,drop,350.0,1,0,692,1,0
4028,cubic,drop,350.0,2,0,691,2,0
4029,cubic,drop,350.0,4,0,692,4,0
4030,cubic,drop,350.0,8,0,692,8,0
4031,cubic,drop,350.0,16,13,701,16,5
4032,cubic,drop,350.0,32,25,710,31,11
4033,cubic,drop,350.0,64,17,698,57,11
4034,cubic,drop,350.0,128,0,5,2,0
4035,cubic,drop,355.0,1,0,691,1,0
4036,cubic,drop,355.0,2,0,692,2,0
4037,cubic,drop,355.0,4,0,691,4,0
4038,cubic,drop,355.0,8,0,692,8,0
4039,cubic,drop,355.0,16,0,692,16,0
4040,cubic,drop,355.0,32,48,726,31,18
4041,cubic,drop,355.0,64,39,716,57,25
4042,cubic,drop,355.0,128,0,7,3,0
4043,cubic,drop,360.0,1,0,691,1,0
4044,cubic,drop,360.0,2,0,692,2,0
4045,cubic,drop,360.0,4,6,696,4,2
4046,cubic,drop,360.0,8,46,724,8,6
4047,cubic,drop,360.0,16,23,708,16,5
4048,cubic,drop,360.0,32,15,702,31,8
4049,cubic,drop,360.0,64,36,724,56,19
4050,cubic,drop,360.0,128,0,6,2,0
4051,cubic,drop,365.0,1,0,692,1,0
4052,cubic,drop,365.0,2,0,692,2,0
4053,cubic,drop,365.0,4,0,692,4,0
4054,cubic,drop,365.0,8,0,692,8,0
4055,cubic,drop,365.0,16,0,691,16,0
4056,cubic,drop,365.0,32,5,696,31,4
4057,cubic,drop,365.0,64,17,707,56,9
4058,cubic,drop,365.0,128,0,6,2,0
4059,cubic,drop,370.0,1,0,692,1,0
4060,cubic,drop,370.0,2,0,690,2,0
4061,cubic,drop,370.0,4,0,691,4,0
4062,cubic,drop,370.0,8,0,691,8,0
4063,cubic,drop,370.0,16,0,692,16,0
4064,cubic,drop,370.0,32,4,695,31,3
4065,cubic,drop,370.0,64,36,713,56,21
4066,cubic,drop,370.0,128,0,6,2,0
4067,cubic,drop,375.0,1,0,690,1,0
4068,cubic,drop,375.0,2,3,694,2,1
4069,cubic,drop,375.0,4,0,692,4,0
4070,cubic,drop,375.0,8,0,692,8,0
4071,cubic,drop,375.0,16,16,703,16,5
4072,cubic,drop,375.0,32,3,694,31,1
4073,cubic,drop,375.0,64,13,697,54,7
4074,cubic,drop,375.0,128,0,6,2,0
4075,cubic,drop,380.0,1,0,692,1,0
4076,cubic,drop,380.0,2,0,692,2,0
4077,cubic,drop,380.0,4,0,691,4,0
4078,cubic,drop,380.0,8,0,691,8,0
4079,cubic,drop,380.0,16,0,691,16,0
4080,cubic,drop,380.0,32,0,691,31,0
4081,cubic,drop,380.0,64,11,704,56,7
4082,cubic,drop,380.0,128,0,6,2,0
4083,cubic,drop,385.0,1,0,692,1,0
4084,cubic,drop,385.0,2,0,692,2,0
4085,cubic,drop,385.0,4,0,692,4,0
4086,cubic,drop,385.0,8,0,692,8,0
4087,cubic,drop,385.0,16,0,691,16,0
4088,cubic,drop,385.0,32,0,692,31,0
4089,cubic,drop,385.0,64,13,705,56,12
4090,cubic,drop,385.0,128,0,6,2,0
4091,cubic,drop,390.0,1,0,691,1,0
4092,cubic,drop,390.0,2,0,691,2,0
4093,cubic,drop,390.0,4,0,692,4,0
4094,cubic,drop,390.0,8,0,692,8,0
4095,cubic,drop,390.0,16,15,703,16,2
4096,cubic,drop,390.0,32,9,697,31,6
4097,cubic,drop,390.0,64,10,690,56,7
4098,cubic,drop,390.0,128,0,6,2,0
4099,cubic,drop,395.0,1,0,692,1,0
4100,cubic,drop,395.0,2,0,691,2,0
4101,cubic,drop,395.0,4,0,690,4,0
4102,cubic,drop,395.0,8,0,691,8,0
4103,cubic,drop,395.0,16,1,693,16,1
4104,cubic,drop,395.0,32,21,706,31,7
4105,cubic,drop,395.0,64,34,720,56,19
4106,cubic,drop,395.0,128,0,6,2,0
4107,cubic,drop,400.0,1,0,692,1,0
4108,cubic,drop,400.0,2,0,692,2,0
4109,cubic,drop,400.0,4,0,692,4,0
4110,cubic,drop,400.0,8,45,724,8,5
4111,cubic,drop,400.0,16,17,703,16,7
4112,cubic,drop,400.0,32,39,721,32,13
4113,cubic,drop,400.0,64,22,710,56,13
4114,cubic,drop,400.0,128,0,6,2,0
4115,cubic,drop,405.0,1,0,691,1,0
4116,cubic,drop,405.0,2,0,691,2,0
4117,cubic,drop,405.0,4,0,692,4,0
4118,cubic,drop,405.0,8,0,691,8,0
4119,cubic,drop,405.0,16,0,692,16,0
4120,cubic,drop,405.0,32,37,719,32,17
4121,cubic,drop,405.0,64,22,709,56,18
4122,cubic,drop,405.0,128,0,6,2,0
4123,cubic,drop,410.0,1,0,692,1,0
4124,cubic,drop,410.0,2,0,692,2,0
4125,cubic,drop,410.0,4,10,699,4,2
4126,cubic,drop,410.0,8,0,692,8,0
4127,cubic,drop,410.0,16,5,696,16,1
4128,cubic,drop,410.0,32,7,695,32,3
4129,cubic,drop,410.0,64,24,706,56,14
4130,cubic,drop,410.0,128,0,6,2,0
4131,cubic,drop,415.0,1,0,691,1,0
4132,cubic,drop,415.0,2,0,691,2,0
4133,cubic,drop,415.0,4,0,683,4,0
4134,cubic,drop,415.0,8,0,692,8,0
4135,cubic,drop,415.0,16,14,701,16,7
4136,cubic,drop,415.0,32,4,695,32,4
4137,cubic,drop,415.0,64,21,704,56,13
4138,cubic,drop,415.0,128,0,6,2,0
4139,cubic,drop,420.0,1,0,691,1,0
4140,cubic,drop,420.0,2,0,692,2,0
4141,cubic,drop,420.0,4,0,669,4,0
4142,cubic,drop,420.0,8,0,691,8,0
4143,cubic,drop,420.0,16,0,690,16,0
4144,cubic,drop,420.0,32,0,693,32,0
4145,cubic,drop,420.0,64,14,705,56,11
4146,cubic,drop,420.0,128,0,6,2,0
4147,cubic,drop,425.0,1,0,692,1,0
4148,cubic,drop,425.0,2,0,692,2,0
4149,cubic,drop,425.0,4,0,691,4,0
4150,cubic,drop,425.0,8,0,692,8,0
4151,cubic,drop,425.0,16,0,693,16,0
4152,cubic,drop,425.0,32,0,690,32,0
4153,cubic,drop,425.0,64,13,702,56,9
4154,cubic,drop,425.0,128,0,4,2,0
4155,cubic,drop,430.0,1,0,691,1,0
4156,cubic,drop,430.0,2,0,691,2,0
4157,cubic,drop,430.0,4,0,692,4,0
4158,cubic,drop,430.0,8,0,691,8,0
4159,cubic,drop,430.0,16,0,691,16,0
4160,cubic,drop,430.0,32,6,697,32,2
4161,cubic,drop,430.0,64,16,703,56,12
4162,cubic,drop,430.0,128,140,391,61,54
4163,cubic,drop,435.0,1,0,692,1,0
4164,cubic,drop,435.0,2,0,691,2,0
4165,cubic,drop,435.0,4,0,691,4,0
4166,cubic,drop,435.0,8,8,698,8,3
4167,cubic,drop,435.0,16,0,692,16,0
4168,cubic,drop,435.0,32,13,700,32,9
4169,cubic,drop,435.0,64,9,696,56,8
4170,cubic,drop,435.0,128,327,662,126,108
4171,cubic,drop,440.0,1,0,692,1,0
4172,cubic,drop,440.0,2,0,693,2,0
4173,cubic,drop,440.0,4,0,691,4,0
4174,cubic,drop,440.0,8,13,701,8,6
4175,cubic,drop,440.0,16,36,718,16,11
4176,cubic,drop,440.0,32,36,718,32,13
4177,cubic,drop,440.0,64,49,728,56,23
4178,cubic,drop,440.0,128,171,723,106,80
4179,cubic,drop,445.0,1,0,691,1,0
4180,cubic,drop,445.0,2,0,691,2,0
4181,cubic,drop,445.0,4,0,692,4,0
4182,cubic,drop,445.0,8,0,690,8,0
4183,cubic,drop,445.0,16,0,691,16,0
4184,cubic,drop,445.0,32,28,712,32,18
4185,cubic,drop,445.0,64,36,722,56,19
4186,cubic,drop,445.0,128,192,847,85,68
4187,cubic,drop,450.0,1,0,691,1,0
4188,cubic,drop,450.0,2,0,692,2,0
4189,cubic,drop,450.0,4,0,692,4,0
4190,cubic,drop,450.0,8,0,692,8,0
4191,cubic,drop,450.0,16,0,692,16,0
4192,cubic,drop,450.0,32,0,692,32,0
4193,cubic,drop,450.0,64,0,680,56,0
4194,cubic,drop,450.0,128,91,752,77,38
4195,cubic,drop,455.0,1,0,693,1,0
4196,cubic,drop,455.0,2,3,693,2,2
4197,cubic,drop,455.0,4,0,691,4,0
4198,cubic,drop,455.0,8,0,692,8,0
4199,cubic,drop,455.0,16,0,691,16,0
4200,cubic,drop,455.0,32,0,691,32,0
4201,cubic,drop,455.0,64,10,705,56,7
4202,cubic,drop,455.0,128,82,752,73,28
4203,cubic,drop,460.0,1,0,691,1,0
4204,cubic,drop,460.0,2,0,692,2,0
4205,cubic,drop,460.0,4,0,692,4,0
4206,cubic,drop,460.0,8,0,692,8,0
4207,cubic,drop,460.0,16,0,692,16,0
4208,cubic,drop,460.0,32,0,692,32,0
4209,cubic,drop,460.0,64,19,706,56,11
4210,cubic,drop,460.0,128,51,732,71,23
4211,cubic,drop,465.0,1,0,692,1,0
4212,cubic,drop,465.0,2,0,691,2,0
4213,cubic,drop,465.0,4,0,692,4,0
4214,cubic,drop,465.0,8,0,691,8,0
4215,cubic,drop,465.0,16,0,692,16,0
4216,cubic,drop,465.0,32,0,690,32,0
4217,cubic,drop,465.0,64,16,708,56,10
4218,cubic,drop,465.0,128,56,737,71,29
4219,cubic,drop,470.0,1,0,691,1,0
4220,cubic,drop,470.0,2,0,692,2,0
4221,cubic,drop,470.0,4,3,693,4,1
4222,cubic,drop,470.0,8,0,692,8,0
4223,cubic,drop,470.0,16,20,706,16,3
4224,cubic,drop,470.0,32,4,695,32,3
4225,cubic,drop,470.0,64,36,716,60,20
4226,cubic,drop,470.0,128,30,712,71,20
4227,cubic,drop,475.0,1,2,693,1,1
4228,cubic,drop,475.0,2,0,691,2,0
4229,cubic,drop,475.0,4,0,691,4,0
4230,cubic,drop,475.0,8,22,707,8,4
4231,cubic,drop,475.0,16,16,703,16,8
4232,cubic,drop,475.0,32,30,713,32,14
4233,cubic,drop,475.0,64,30,712,60,15
4234,cubic,drop,475.0,128,6,692,70,5
4235,cubic,drop,480.0,1,0,692,1,0
4236,cubic,drop,480.0,2,0,692,2,0
4237,cubic,drop,480.0,4,0,692,4,0
4238,cubic,drop,480.0,8,17,704,8,4
4239,cubic,drop,480.0,16,16,703,16,5
4240,cubic,drop,480.0,32,20,707,32,8
4241,cubic,drop,480.0,64,39,720,63,23
4242,cubic,drop,480.0,128,8,698,70,5
4243,cubic,drop,485.0,1,0,691,1,0
4244,cubic,drop,485.0,2,0,692,2,0
4245,cubic,drop,485.0,4,0,692,4,0
4246,cubic,drop,485.0,8,0,692,8,0
4247,cubic,drop,485.0,16,0,691,16,0
4248,cubic,drop,485.0,32,31,714,32,15
4249,cubic,drop,485.0,64,33,720,62,17
4250,cubic,drop,485.0,128,8,702,70,4
4251,cubic,drop,490.0,1,0,691,1,0
4252,cubic,drop,490.0,2,0,691,2,0
4253,cubic,drop,490.0,4,0,692,4,0
4254,cubic,drop,490.0,8,0,691,8,0
4255,cubic,drop,490.0,16,0,692,16,0
4256,cubic,drop,490.0,32,13,701,32,8
4257,cubic,drop,490.0,64,18,705,63,13
4258,cubic,drop,490.0,128,12,698,70,7
4259,cubic,drop,495.0,1,0,692,1,0
4260,cubic,drop,495.0,2,0,692,2,0
4261,cubic,drop,495.0,4,2,692,4,2
4262,cubic,drop,495.0,8,0,691,8,0
4263,cubic,drop,495.0,16,0,692,16,0
4264,cubic,drop,495.0,32,10,699,32,4
4265,cubic,drop,495.0,64,17,697,62,14
4266,cubic,drop,495.0,128,52,727,70,32
4267,cubic,drop,500.0,1,0,691,1,0
4268,cubic,drop,500.0,2,0,690,2,0
4269,cubic,drop,500.0,4,0,692,4,0
4270,cubic,drop,500.0,8,0,692,8,0
4271,cubic,drop,500.0,16,0,691,16,0
4272,cubic,drop,500.0,32,0,691,32,0
4273,cubic,drop,500.0,64,22,710,62,12
4274,cubic,drop,500.0,128,67,740,70,40
4275,cubic,drop,505.0,1,0,693,1,0
4276,cubic,drop,505.0,2,0,692,2,0
4277,cubic,drop,505.0,4,0,691,4,0
4278,cubic,drop,505.0,8,0,692,8,0
4279,cubic,drop,505.0,16,0,692,16,0
4280,cubic,drop,505.0,32,0,692,32,0
4281,cubic,drop,505.0,64,22,712,61,15
4282,cubic,drop,505.0,128,29,713,68,18
4283,cubic,drop,510.0,1,0,690,1,0
4284,cubic,drop,510.0,2,0,691,2,0
4285,cubic,drop,510.0,4,0,692,4,0
4286,cubic,drop,510.0,8,0,691,8,0
4287,cubic,drop,510.0,16,0,691,16,0
4288,cubic,drop,510.0,32,0,692,32,0
4289,cubic,drop,510.0,64,14,702,61,12
4290,cubic,drop,510.0,128,4,698,68,3
4291,cubic,drop,515.0,1,0,692,1,0
4292,cubic,drop,515.0,2,0,692,2,0
4293,cubic,drop,515.0,4,0,691,4,0
4294,cubic,drop,515.0,8,41,722,8,7
4295,cubic,drop,515.0,16,40,720,16,11
4296,cubic,drop,515.0,32,33,712,32,14
4297,cubic,drop,515.0,64,25,706,61,16
4298,cubic,drop,515.0,128,30,709,68,15
4299,cubic,drop,520.0,1,0,692,1,0
4300,cubic,drop,520.0,2,0,692,2,0
